#,Title,Summary,Price,Proposal Questions,Job URL,Client Location
170,AI Voice Agent Troubleshooting Expert Needed,"We are looking for an experienced freelancer to quickly identify and fix an issue in our Voice AI Agent. This is a small debugging task the agent is already built, but there is a specific error preventing it from working properly. We need someone who can quickly troubleshoot and resolve the issue.",Fixed-price: $15.00,,https://www.upwork.com/jobs/~022046246343283485937,United States
171,AI Agent Development Guidance on Claude,I am seeking an experienced professional to guide me in building an AI agent tailored for my business using Claude. The ideal candidate will have a strong understanding of AI technologies and experience with the Claude platform. Your expertise will be invaluable in helping me navigate the design and implementation process.,Hourly: $15.00 - $25.00,,https://www.upwork.com/jobs/~022044624401006747726,United States
172,Agentic AI Engineer with Claude Code Expertise,"Seeking an experienced agentic AI engineer with deep expertise in Claude Code to coach and develop AI models. The role involves designing and implementing AI systems, providing coaching on AI development, and ensuring seamless integration with existing systems. The ideal candidate will have a strong background in AI engineering and a proven track record in coaching and mentoring.",Hourly: $30.00 - $60.00,,https://www.upwork.com/jobs/~022050167034448517992,United States
173,AI Business Development Agent,"We are seeking an agent to reach out to businesses and implement AI solutions to enhance their growth and efficiency. The ideal candidate will have experience in AI and business development, with strong communication skills to effectively engage with business owners. This role involves identifying opportunities for AI integration and proposing tailored solutions.",Hourly: $4.00 - $6.00,,https://www.upwork.com/jobs/~022052469044638633931,United States
174,AI Agent Developer (RAG & Calling Agent),"We are seeking a talented and experienced AI Agent Developer to join our team. The ideal candidate will have hands-on experience in building AI-powered agents, particularly in the context of Retrieval-Augmented Generation (RAG) models and AI calling agents. This role involves developing, optimizing, and deploying intelligent systems capable of retrieving relevant information.",Fixed-price: $10.00,,https://www.upwork.com/jobs/~022040565285296453658,United Kingdom
175,AI Agent website,"Let's build a dashboard where I am the operator and can access each of my future clients' accounts. Let's create an admin website and 20 subaccount templates of the most popular industries. Each industry's template should have: sign up/register page with 3-level monthly plans, Stripe integration, an AI agent using Vapi answering calls, AI receptionist with appointment scheduling capabilities.",Fixed-price: $35.00,,https://www.upwork.com/jobs/~022046482155712995989,United States
176,AI Agent Developer (OpenClaw Specialist),"We are looking for someone to build AI agents for our business using platforms like OpenClaw or similar tools. These agents will help us with: Sales and pipeline generation (prospecting, follow-up, lead nurturing), Workflow automations (moving data between tools, triggering tasks, reminders), Sales coaching and assistant tasks, Marketing content and social media generation.",Hourly: $5.00,,https://www.upwork.com/jobs/~022043796313144985684,United States
177,AI Agent for Daily Planning,"I am seeking an AI agent that can assist me in planning my day using Todoist, Outlook calendar, and ChatGPT. The ideal candidate will be able to integrate with these tools to provide a seamless and efficient daily planning experience. The agent should be capable of understanding my schedule and tasks to offer helpful suggestions and reminders.",Hourly: $10.00 - $20.00,,https://www.upwork.com/jobs/~022050626608856958332,United States
178,AI Expert Needed to Build Outbound AI-Powered Voice Agent,"We are seeking an experienced AI expert to develop an outbound AI-powered voice agent. The ideal candidate will have a strong background in natural language processing, machine learning, and voice recognition technologies. Your role will involve designing and implementing the voice agent to effectively engage with users and enhance communication efficiency.",Hourly: $30.00 - $59.00,,https://www.upwork.com/jobs/~022044084568566010382,Germany
179,Expert AI Agent Architect Needed for Multi-Agent Workflows & Vision-First Onboarding,"We are looking for a top-tier AI Engineer/Architect to build a sophisticated, autonomous onboarding agent for the Israeli market. This is a Stateful Multi-Agent System that manages complex verification flows. Input: User interacts via WhatsApp (Hebrew language support mandatory). The agent uses Native Vision Models to extract data, cross-reference with OCR for 100% accuracy, and detect potential fraud.","Fixed-price: $5,000.00",Can you explain the difference between a standard LangChain chain and a LangGraph state machine for this specific use case? | How would you implement fraud detection on a photo of a document using Vision LLMs? | Describe your experience with AWS Serverless and how you handle long-running agentic tasks (Latency/Timeouts),https://www.upwork.com/jobs/~022037622625569120755,Israel
180,AI Agent and AI Bot Senior Developer for AI Automation and AI Integration,"We are looking for a senior developer to build AI agent and AI Bot solutions for complex business workflows. This role requires strong experience in AI agent development, AI Bot development, Artificial Intelligence, Machine Learning, Deep Learning, Python, and Neural Network systems. We need someone who can design, build, test, and improve AI agent and AI Bot systems that automate tasks.",Fixed-price: $60.00,,https://www.upwork.com/jobs/~022038941865855470739,Egypt
181,Development of Multi-Agent Claude AI System,"We are seeking a skilled developer to create a Claude AI agent with a robust login system and multiple specialized agents. Each agent will focus on specific domains such as trading, music, content creation, and coaching. The ideal candidate will design unique data handling, workflows, and chat interfaces for each agent.",Fixed-price: $500.00,,https://www.upwork.com/jobs/~022047452114067639249,United Arab Emirates
182,AI Outbound Voice Agent - Real Estate Development firm,"Looking to build an outbound AI qualification setup using Vapi and Retell, where the AI handles lead calls, qualifies based on criteria, and then routes outcomes like HOT, WARM, and COLD into structured systems like Airtable or CRM. Functions: AI voice agent handles outbound calls and qualification logic, clear criteria for HOT/WARM/COLD classification, HOT leads trigger warm transfer to SDR.",Not listed (Hourly),,https://www.upwork.com/jobs/~022040812262128269613,India
183,OpenClaw Agent Setup and AI Consultation,We are seeking a skilled professional to assist in setting up OpenClaw agents to enhance our IT project workflows. The ideal candidate will not only implement these agents but also provide valuable consultation on AI enablement strategies that can further streamline our processes.,Hourly: $12.00 - $25.00,Describe your recent experience with similar projects,https://www.upwork.com/jobs/~022036884059931196340,Singapore
184,AI Voice Agent Developer for Service Business,"We are seeking an experienced AI Voice Agent Developer to create a cutting-edge voice assistant tailored for our service business. The ideal candidate will have a strong background in AI, natural language processing, and voice recognition technologies. You will be responsible for designing, implementing, and optimizing voice interaction capabilities.",Fixed-price: $10.00,,https://www.upwork.com/jobs/~022034040886087440984,Nigeria
185,Autonomous AI Agent Development,"I'm looking for an experienced developer to build an autonomous AI agent that acts like a digital co-founder, capable of planning, executing, and improving growth and marketing tasks continuously. The system should be built in Python with SQLite for memory, use Claude code for decision-making, and OpenOwl for desktop/browser automation. It should run multiple times a day, generate and prioritize tasks.",Hourly: $30.00 - $40.00,How do you use claudeCode? | Do you know what is openowl.dev?,https://www.upwork.com/jobs/~022044352713074754280,India
186,Senior Agentic AI Engineer – Voice Agents & LLM Orchestration,"We are seeking a highly skilled Senior Agentic AI Engineer specializing in voice agents and LLM orchestration using Claude and LangGraph. The ideal candidate will have a deep understanding of natural language processing, AI model integration, and voice interface design. You will be responsible for developing and optimizing intelligent voice agents.",Fixed-price: $10.00,,https://www.upwork.com/jobs/~022045502186633977934,Australia
187,Biotech consultant AI agent development support,"I'm an independent consultant in the biotech area offering specialist support across translational medicine in multiple disease areas. I want to build a suite of AI agents built around my personal requirements, able to learn from previous threads. Examples include: PA/travel administrator, human dose prediction expert, biotech analyst support, Commercial expert, CMO, Regulatory expert.",Not listed (Hourly),,https://www.upwork.com/jobs/~022049509574282708348,United Kingdom
188,AI Agent for Facebook Interaction,"We are seeking a skilled freelancer to develop an AI agent using OpenCLAW. The agent should be capable of interacting with Facebook by leaving comments and sending DMs on specific posts. The ideal candidate will have experience in AI and automation tools, as well as a strong understanding of social media platforms.",Not listed (Hourly),,https://www.upwork.com/jobs/~022045373356643163256,Hong Kong
189,AI Voice Agent Developer – Ongoing AI Receptionist Build With Retell AI,"We are looking for an experienced AI Voice Agent developer to build an advanced AI calling system that can handle outbound calls, qualify leads, collect data, and perform a warm transfer to a closing agent when a prospect shows interest. The first system is an AI Opener Agent that makes outbound calls, follows a scripted conversation, collects qualification data, and performs warm transfers.",Fixed-price: $20.00,,https://www.upwork.com/jobs/~022044801117787631711,Nigeria
190,AI Agent Architect,"Lead AI Agent Architect for Lemmata, an Operational Intelligence (OI) platform that maps real-time business data to strategic initiatives and ROI outcomes. Building next generation enterprise AI agents connecting live Qlik data models to natural-language insights—featuring full observability, factuality validation, and multi-agent orchestration. Seeking architect to design, develop, validate, deploy enterprise-grade AI agent systems.",Hourly: $40.00 - $70.00,,https://www.upwork.com/jobs/~022052132033920444850,United States
191,AI Agent & Automation Developer Needed for Project,We are seeking a talented AI Agent & Automation Developer to join our project on a freelance basis. The ideal candidate will have experience in designing and implementing AI-driven solutions and automation processes. You will work closely with our team to develop intelligent agents that enhance our operational efficiency.,Not listed (Hourly),,https://www.upwork.com/jobs/~022051928364100823474,India
192,Conversational AI Agent Automation,"We are seeking a skilled freelancer to automate our conversational AI processes. The ideal candidate will have experience in AI and automation, with a strong understanding of how to integrate these technologies into existing systems. Responsibilities include designing and implementing AI solutions, optimizing chatbot performance, and ensuring seamless user interactions.",Hourly: $10.00 - $15.00,,https://www.upwork.com/jobs/~022052397386596520590,Nigeria
193,Azure AI Applications and Agents Developer Needed,"We are seeking an experienced Azure AI Applications and Agents Developer to join our team. The ideal candidate will have a strong background in developing AI applications and agents using Azure services. You will be responsible for designing, coding, and implementing innovative AI solutions that enhance our system capabilities.",Hourly: $15.00 - $35.00,,https://www.upwork.com/jobs/~022034286883885883261,Canada
194,Dropship AI agent,"I'm looking to create an AI agent that can help me with my Shopify dropship business. I want it to search for trending products that I have on my site and report back to me the lowest and highest cost on the Amazon and Walmart marketplace. I would also like it to create an ad for the same product and post it on social media, but only while trending.",Hourly: $20.00 - $40.00,,https://www.upwork.com/jobs/~022037560392437459478,USA
195,Tony Stark AI Assistant Development,"I have an existing Python project (Tony Stark-style AI assistant) that includes FastMCP server, LiveKit voice agent, and Gemini + OpenAI TTS integration. I need help with: setting up environment correctly, installing dependencies, configuring API keys, fixing any errors preventing it from running, and getting a working demo (voice input + response).",Not listed (Hourly),,https://www.upwork.com/jobs/~022044063863534338792,United States
196,Claude AI Engineer Needed for Autonomous Business Agents Development,"We're building a fully AI-operated company at Acquisitions.com and looking for a high-level Claude AI engineer who knows how to design, build, and deploy autonomous agents that actually run real business workflows. You'll help architect and deploy a system of 28+ AI agents that run core parts of the business including M&A, sales & marketing, operations, and finance.",Hourly: $5.00 - $500.00,,https://www.upwork.com/jobs/~022042635884739351849,United States
197,"AI Chatbot Developer for AI Agent Integration, AI Automation, and AI Workflow","We are looking for an AI Chatbot Developer with strong experience in AI agent integration, AI automation, AI workflow, and AI integration. The goal is to connect an AI chatbot with an existing AI agent for a programming education platform. The AI chatbot will handle student interaction, while the AI agent will handle response evaluation, question analysis, code review support, hint generation.",Hourly: $5.00 - $15.00,,https://www.upwork.com/jobs/~022046204346614263903,Saudi Arabia
198,AI Voice Agent Development for Dental Clinic,"We are seeking a skilled developer to create an AI voice agent specifically designed for a dental clinic environment. The voice agent should assist patients with scheduling appointments, answering frequently asked questions, and providing basic information about dental procedures. Experience in AI and voice technology is essential.",Fixed-price: $5.00,,https://www.upwork.com/jobs/~022052638704342798055,Nigeria
199,AI Engineer,"AI Engineer for Steadybase, an agent platform built on a hardened fork of OpenClaw running in AWS. The platform has 50+ features. On top sits Foundry, where vertical agent apps are built. The first app (Founder Brand) is live and turns founder voice into LinkedIn content, video, and outbound pipeline. Need someone to help build more SaaS products, keep client instances running, and scale the system.","Fixed-price: $1,500.00/month",,https://www.upwork.com/jobs/~022045644321504756250,United States
200,AI Prompt Engineer for Hebrew Voice Agent,"Looking for an experienced AI Prompt Engineer to help finalize and polish a System Prompt for an AI Voice Assistant. We are developing a female Israeli AI Voice Assistant for a dental clinic that handles inbound calls, schedules appointments, manages cancellations, triages dental emergencies. Need expert to help optimize the prompt, perfect Hebrew Gender Protocol, and ensure smooth tool integration.",Hourly: $20.00 - $100.00,Describe your recent experience with similar projects,https://www.upwork.com/jobs/~022050867979978586821,Israel
201,A.I Engineer,"Seeking an AI Engineer to develop and implement AI solutions. The ideal candidate will have experience in machine learning and NLP, and be able to design and deploy AI models. The role involves collaborating with cross-functional teams to integrate AI into products and services.",$100.00 Fixed-price,What techniques would you use to clean a data set? | Describe your recent experience with similar projects | How do you deal with outliers or missing values in a dataset?,https://www.upwork.com/jobs/Engineer_~022044829602483298505/,Pakistan
202,"AI Backend Architect for LLM Platform (Agents, APIs, Scalable Backend)","Looking for an experienced AI Backend Architect to help design and implement the backend architecture for an AI-driven platform powered by Large Language Models. Focused on backend systems, AI orchestration, and scalable architecture.",$100.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-Backend-Architect-for-LLM-Platform-span-class-highlight-Agents-span-APIs-Scalable-Backend_~022052040012299932302/,India
203,Build an AI Powered Marketing Team Using CoWork,"Looking for an AI automation specialist to design and build a fully functional marketing 'team' powered by AI agents using Cowork. The goal is to replicate the structure of a high-performing marketing department using coordinated AI agents for strategy, content, reporting, and optimization.",$30.00 - $60.00 Hourly,,https://www.upwork.com/jobs/Build-span-class-highlight-span-Powered-Marketing-Team-Using-CoWork_~022043870494988066171/,United States
204,Ai outbound call agent,"AI Agent perfectly tuned, built in Bland.ai to do outbound calls at scale.",Not listed (Hourly),,https://www.upwork.com/jobs/span-class-highlight-span-outbound-call-span-class-highlight-agent-span_~022050373004042994368/,United States
205,AI Engineer – LLM & Agentic AI Systems,"Seeking a talented AI Engineer to architect and deliver next-generation AI solutions driven by LLMs and autonomous agent systems. The project centers on building intelligent applications using RAG, MCP, and multi-agent coordination.",$80.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-Engineer-LLM-amp-span-class-highlight-Agentic-span-span-class-highlight-span-Systems_~022043064055230134347/,Germany
206,AI Agent clawdbot,"Looking for someone to make an AI agent on Mac mini via ClawdBot or any AI. The agent will manually apply for jobs from their direct websites, scrape applications 24/7, apply to 100+ jobs daily using multiple resumes, access email for security codes, log applications to Google Sheet, and use Claude to tailor resumes.",$300.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-clawdbot_~022038864415795042621/,United States
207,AI Voice Agent Developer Needed for LLM and API Integration,"Seeking an experienced AI Voice Agent Developer to create and integrate AI-driven voice agents using LLMs and APIs. The ideal candidate will have a strong background in NLP, machine learning, and automation for designing conversational interfaces.",$30.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-Voice-span-class-highlight-Agent-span-Developer-Needed-for-LLM-and-API-Integration_~022047910941650663577/,United States
208,AI Agent Deployment Specialist Needed for Business Integration,Looking for an experienced AI Agent Deployment Specialist to help integrate AI agents into business processes. The ideal candidate will customize and implement AI agents that enhance productivity and improve customer engagement.,$20.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Deployment-Specialist-Needed-for-Business-Integration_~022046637556981618230/,Pakistan
209,AI Developer,Want to build an AI agent to answer phones (similar to one built for a friend who had the same type of business).,Not listed (Hourly),,https://www.upwork.com/jobs/span-class-highlight-span-Developer_~022043109107532418891/,United States
210,AI Voice Agent Using Retell AI,Need a skilled freelancer to develop an AI voice agent using Retell AI. Candidate must share portfolio with examples of four past projects to assess experience and quality.,"$1,000.00 Fixed-price",,https://www.upwork.com/jobs/span-class-highlight-span-Voice-span-class-highlight-Agent-span-Using-Retell-span-class-highlight-span_~022051387837987113231/,Nigeria
211,Expert Developer for AI Agents and Automations,"Seeking an expert AI agent and automation developer to enhance internal processes. Responsibilities include developing AI solutions, automating tasks, and improving efficiency. The role requires collaboration to identify areas for improvement.",$10.00 - $25.00 Hourly,"Link to one agent you built that is currently running in production and making decisions without human review | You're designing an agent that takes actions costing real money, how do you architect for the case where the model is wrong 1 in 200 times? | Which part of current agent tooling do you think is overhyped and what are you actually excited about? | An agent you built is hallucinating on 4% of runs in production. You have 4 hours to ship a fix. Walk me through your first three actions.",https://www.upwork.com/jobs/Expert-Developer-for-span-class-highlight-span-span-class-highlight-Agents-span-and-Automations_~022046755331513720789/,Portugal
212,AI Agent Development Specialist,Seeking a skilled freelancer to develop an AI agent that can assist with various tasks. The ideal candidate will have experience in AI development and be able to create a functional AI agent. Part-time commitment over 1 to 3 months.,$8.00 - $30.00 Hourly,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Development-Specialist_~022044302478743319400/,India
213,AI Strategy Consultant for GPT / Agent / API Product Architecture,Looking for an experienced AI strategy consultant to advise on the best way to architect and evolve an AI-powered marketing/content platform. This is not primarily a coding job but wants a consultant deeply current on how teams build modern AI products.,$18.00 - $42.00 Hourly,What relevant AI products or workflows have you helped architect or advise on? | How would you design a GPT-like SaaS experience with per-client memory/context and secure isolation? | What do you see as the best current approach for building this kind of product? | What proof can you share that shows you're qualified to advise on modern AI architecture?,https://www.upwork.com/jobs/span-class-highlight-span-Strategy-Consultant-for-GPT-span-class-highlight-Agent-span-API-Product-Architecture_~022036181002723570695/,United States
214,Senior Agentic AI Validation Specialist Needed,Building a validation and assurance capability for AI/ML systems including agentic and LLM-based applications in regulated environments. Looking for a senior contractor with hands-on AI/ML validation experience to pressure-test architecture and shape a working demo.,$19.00 - $80.00 Hourly,"Describe one AI/ML validation or model assurance program you worked on | What framework, standard, or internal methodology did you apply | What artifacts did you personally help create",https://www.upwork.com/jobs/Senior-span-class-highlight-Agentic-span-span-class-highlight-span-Validation-Specialist-Needed_~022050693396932604113/,United States
215,AI Agent Development Classes,"Seeking 1:1 classes to learn about building AI agents using Claude Cowork, n8n, or Microsoft Copilot Studio. Prefers face-to-face (2 full days) classes in Poland but online is also an option. Language: English or Polish.",$18.00 - $65.00 Hourly,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Development-Classes_~022046451507472294549/,Switzerland
216,AI / Agentic Engineer,Building a next-generation software system focused on intelligent task execution and workflow automation across applications. Looking to move beyond traditional automation to create a system that can understand user intent and carry out multi-step actions reliably.,Not listed (Hourly),,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agentic-span-Engineer_~022048311231194013653/,India
217,Retell.ai / VAPI Voice AI Expert Needed – Build AI Incident Reporting,"Building a mission-critical AI-powered dispatch and incident reporting system for a nationwide operations command center. Needs an experienced Voice AI engineer for production-level systems using Retell.ai, VAPI, Twilio, or similar that handles real-time calls, structured data collection, risk classification, and automation triggers.",$150.00 Fixed-price,,https://www.upwork.com/jobs/Retell-span-class-highlight-span-VAPI-Voice-span-class-highlight-span-Expert-Needed-Build-span-class-highlight-span-Incident-Reporting_~022048784360980597713/,Saudi Arabia
218,Retell AI Developer Needed — Ongoing AI Voice Receptionist Builds.,Running an AI lead recovery agency (Renewed Leads) in Canada helping businesses recover missed calls using AI voice technology. Looking for developers to onboard from client 3 onwards for all future Retell AI voice agent builds with GoHighLevel and Twilio integration.,$800.00 Fixed-price (per build),Describe a Retell AI project you've built previously | Describe your experience with GoHighLevel specifically,https://www.upwork.com/jobs/Retell-span-class-highlight-span-Developer-Needed-Ongoing-span-class-highlight-span-Voice-Receptionist-Builds_~022044647140319410153/,Canada
219,Build Requirement Analysis Agent for AI Code Intelligence Platform,"Building a B2B SaaS platform that gives engineering teams AI-powered intelligence over their codebases. Looking for a new agent that handles requirement analysis from three entry points: PM Form, Ticket Refine, and Chat Transition, using a Parameter Chain pattern.",$700.00 Fixed-price,"Neo4j says service A owns a data store, but a Pinecone chunk shows service B writing to it. What do you surface to the user vs. silently resolve — and why? | In an SSE stream, the agent needs to pause and ask the user a clarifying question mid-flow. How do you implement that? | Your conversation history grows across 20 turns and you're approaching the context limit. What's your strategy?",https://www.upwork.com/jobs/Build-Requirement-Analysis-span-class-highlight-Agent-span-for-span-class-highlight-span-Code-span-class-highlight-Intelligence-span-Platform_~022043182897804587990/,Canada
220,AI Automation | Chatbot Expert and calling Agent (n8n / AI Agents) – Ongoing Work – $500/month,"Looking for a skilled AI Automation Expert with strong experience in chatbots and AI agents to manage and build automation workflows. This is a long-term opportunity for individual freelancers only. Responsibilities include managing workflows, building chatbots, and creating AI agents for lead handling.",$500.00 Fixed-price,Describe your recent experience with similar projects,https://www.upwork.com/jobs/span-class-highlight-span-Automation-Chatbot-Expert-and-calling-span-class-highlight-Agent-span-n8n-span-class-highlight-span-span-class-highlight-Agents-span-Ongoing-Work-500-month_~022045146650365184425/,Pakistan
221,"AI Agent Developer Needed | LangChain, CrewAI, RAG, OpenAI","Seeking a skilled AI Agent Developer proficient in LangChain, CrewAI, RAG, and OpenAI to create production-ready solutions. Responsible for designing, developing, and implementing AI agents that handle complex tasks and interactions.",$50.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-Needed-LangChain-Crew-span-class-highlight-span-RAG-Open-span-class-highlight-span_~022052117849023353486/,United States
222,AI Architect Needed for Agentic AI Development,"Need an expert to evaluate business needs and recommend the right tech stack (OpenClaw, Claude Cowork, or custom frameworks), build and configure multiple specialized agents, iterate and test for reliability, and coach the team on how to manage the agents.",$25.00 - $65.00 Hourly,"What is your experience with OpenClaw, LangChain, or direct implementation of Claude's computer-use features | Describe your recent experience with similar projects",https://www.upwork.com/jobs/span-class-highlight-span-Architect-Needed-for-span-class-highlight-Agentic-span-span-class-highlight-span-Development_~022028297401951351760/,United States
223,AI Agent creater,"Looking for an experienced AI Agent Creator to design and build intelligent automation agents for research, data analysis, lead generation, stock scanning, customer support, and workflow automation. Needs strong knowledge of LLMs, prompt engineering, APIs, and agent frameworks.",Not listed (Hourly),,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-creater_~022048823585910279121/,India
224,AI masterplan project,"VANEL.TECH – Industrial AI Masterplan (Phase 1) to build Europe's most advanced AI-powered industrial commerce platform, surpassing McMaster-Carr, RS Components, and Grainger in UX, intelligence, and speed. Scope includes AI Orchestrator, Category Intelligence Framework, Magento integration, ranking engine, and frontend UX.","$5,000.00 Fixed-price",,https://www.upwork.com/jobs/span-class-highlight-span-masterplan-project_~022037920983793799408/,France
225,Consulting on AI Agent Architecture,"Looking for consulting on building AI Agent / Agentic AI for a product-ready application. Requires 1-hour consulting engagement with detailed LLD and generic solution architecture including fine-tuning approach, agent development framework, memory management, workflow orchestration, guardrails, and observability.",$30.00 - $40.00 Hourly,,https://www.upwork.com/jobs/Consulting-span-class-highlight-span-span-class-highlight-Agent-span-Architecture_~022051313759414437063/,India
226,AI Agent,Need to make AI agents using Claude SDK and do API integrations with other tools for automation.,Not listed (Hourly),,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span_~022048764345294462933/,India
227,AI Agent Engineer,"Latin America based only. Full-time dedicated role for Agent Development & Deployment using Python and modern agentic frameworks (Google ADK, LangChain, LlamaIndex, CrewAI, OpenAI SDK). Includes LLM Evaluation & Optimization, Prompt Engineering, and RAG.",$19.00 - $24.00 Hourly,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Engineer_~022042339562870902792/,Uruguay
228,Build Advanced AI Content Automation System (n8n + OpenAI + Notion),"Looking for an automation engineer to build a scalable AI-powered content pipeline using n8n for YouTube channels (cybersecurity + anime), handling research, idea generation, scripting, and optimization. Features include multi-agent workflow, content scoring, memory system, and Notion integration.",$10.00 - $36.00 Hourly,,https://www.upwork.com/jobs/Build-Advanced-span-class-highlight-span-Content-Automation-System-n8n-Open-span-class-highlight-span-Notion_~022050056981162826600/,United States
229,AI Voice Agent Development on Vapi AI,Seeking an experienced developer to create a voice agent using Vapi AI. The ideal candidate will have a strong background in AI voice technologies and a proven track record of developing interactive voice applications.,$10.00 - $15.00 Hourly,,https://www.upwork.com/jobs/span-class-highlight-span-Voice-span-class-highlight-Agent-span-Development-Vapi-span-class-highlight-span_~022046551216416082897/,Nigeria
230,Builders of AI Agents and related applications,"Building an autonomous platform for developers creating AI agents and AI-powered applications. Seeking experienced builders actively shipping LLM-based systems in real client environments for a 15-min intro call, platform access, and 45-min deep dive on real workflows.",Not listed (Hourly),,https://www.upwork.com/jobs/Builders-span-class-highlight-span-span-class-highlight-Agents-span-and-related-applications_~022041245012257368833/,United States
231,AI Agent Developer - Problem Solving & Data Processing,"Seeking an experienced AI Agent developer to build a solution that can autonomously solve problems, fetch data from multiple sources, and intelligently sort and organize the results. Needs reliability, efficiency, and scalability.",$10.00 Hourly,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Developer-Problem-Solving-amp-Data-Processing_~022050247509741699776/,United States
232,Agentic AI Engineer - optimize our media monitoring stack,"Running a media monitoring operation in the public policy space, monitoring ~600-800 keywords across ~600 media sources. Need an agentic AI engineer to optimize the existing stack (OpenClaw, Claude Sonnet, Exa, Tavily) — not build from scratch.",$15.00 - $35.00 Hourly,,https://www.upwork.com/jobs/span-class-highlight-Agentic-span-span-class-highlight-span-Engineer-optimize-our-media-monitoring-stack_~022052487111345989284/,Canada
233,AI stock market agent,"Looking for an expert to design and build an autonomous, agentic trading system. The system must go beyond traditional rules-based screening to include AI-driven market analysis, intelligent buy/sell action execution, hyper-parameter optimization, and comprehensive backtesting capabilities.",Not listed (Hourly),"Have you done similar work? Describe your recent project: framework, tools used, share demo and time to develop | Describe your recent experience with similar projects | What tools do you use for data mining and visualization?",https://www.upwork.com/jobs/span-class-highlight-span-stock-market-span-class-highlight-agent-span_~022044147280099164095/,Lebanon
234,AI Python Developer for Sales Automation,"Looking for an experienced AI Python developer to create an intelligent system that automates sales workflows, customer support, lead qualification, scheduling, and CRM updates. The solution should integrate advanced AI agents, API integrations, and voice features.",$50.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-Python-Developer-for-Sales-Automation_~022052454433831947873/,United States
235,Build Agentic AI Engine,"Explain how to use agentic AI for investment real estate analysis and apply model to attached four real estate case studies. Covers autonomous AI for data collection, market analysis, predictive analytics, investment screening, decision support, and automation of routine tasks.",$30.00 - $60.00 Hourly,,https://www.upwork.com/jobs/Build-span-class-highlight-Agentic-span-span-class-highlight-span-Engine_~021967616316028445794/,United States
236,AI Agent Automation Implementation for Business,"Seeking an experienced freelancer to help implement AI agent automation within business processes. Expertise will help streamline operations, improve efficiency, and enhance customer engagement. Please provide examples of previous projects related to AI automation.",$10.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Automation-Implementation-for-Business_~022051557420882511047/,India
237,"Build AI Automation Agent with LangGraph, FastAPI & Multi-Step Workflow Orchestration","Looking to automate a core business workflow using an AI agent. Needs a production-ready AI automation agent that accepts plain English input, classifies intent, executes multi-step workflows, validates output against a schema, and escalates to human review when confidence is low.",$100.00 Fixed-price,,https://www.upwork.com/jobs/Build-span-class-highlight-span-Automation-span-class-highlight-Agent-span-with-LangGraph-FastAPI-amp-Multi-Step-Workflow-Orchestration_~022042292782330856248/,Qatar
238,Agentic AI,"Build a secure Python-based agentic AI system using LLMs like OpenAI, with modular agents and sub-agents to analyze videos and use AI to auto-edit footage based on templates turning into high-quality short reels. Integrate AI, video, and audio tools with strong security, cost control, and automated orchestration.",$100.00 Fixed-price,,https://www.upwork.com/jobs/span-class-highlight-Agentic-span-span-class-highlight-span_~022049904371640034259/,United States
239,AI Agent Development for Workflow Automation,"Looking for a highly practical AI Agent Engineer to design and implement autonomous agents that handle real operational work across multiple projects. Systems where agents process information, make structured decisions, generate outputs, interact with data sources, and operate with minimal human intervention.",$15.00 - $40.00 Hourly,"Describe a real AI agent or system you built (problem, structure, models, what worked/failed) | If you had to build tomorrow a system that takes meeting notes, generates a structured report, and stores it, explain how you would design it step by step | Describe a system where your agent interacted with external APIs or data sources | Provide a GitHub link to a small working example you built | Show a real output produced by a system you built",https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Agent-span-Development-for-Workflow-Automation_~022047736478925025900/,Spain
240,OpenClaw Builder / AI Consultant to Productize Our Internal SOPs as AI Employees,"Apply with: (1) One production agent system you personally shipped with outcome, (2) The hardest bug you hit in agent memory or tool-use and how you fixed it, (3) One thing overrated and one thing underrated in agent design right now.",$35.00 - $100.00 Hourly,,https://www.upwork.com/jobs/OpenClaw-Builder-span-class-highlight-span-Consultant-Productize-Our-Internal-SOPs-span-class-highlight-span-Employees_~022050204981014949550/,UAE
